N_unmapped	5796216	5796216	5796216
N_multimapping	1271605	1271605	1271605
N_noFeature	140406	12409754	825135
N_ambiguous	16211832	408408	498898
SPOM_SPAC212.11	0	17	0
SPOM_SPNCRNA.2000	0	0	2
SPOM_SPNCRNA.2001	0	0	0
SPOM_SPNCRNA.2002	0	0	0
SPOM_SPNCRNA.2003	0	1	0
SPOM_SPNCRNA.2004	0	0	0
SPOM_SPNCRNA.2005	5	11	19
SPOM_SPAC212.10	0	4	1
SPOM_SPNCRNA.2006	0	1	0
SPOM_SPAC212.09C	1	2	0
SPOM_SPNCRNA.70	5	11	3
SPOM_SPNCRNA.2007	0	1	1
SPOM_SPAC212.08C	7	15	65
SPOM_SPNCRNA.2008	0	60	11
SPOM_SPNCRNA.2009	10	39	63
SPOM_SPAC212.07C	8	58	41
SPOM_SPNCRNA.1701	249	71	225
SPOM_SPAC212.12	0	10	22
SPOM_SPNCRNA.2011	7	7	0
SPOM_SPNCRNA.2012	5	33	10
SPOM_SPAC212.06C	0	11	31
SPOM_SPNCRNA.2013	0	1	0
SPOM_SPAC212.05C	1	0	1
SPOM_SPAC212.04C	355	2	354
SPOM_SPAC212.03	23	0	23
SPOM_SPNCRNA.2014	0	0	0
SPOM_SPNCRNA.2015	31	100	13
SPOM_SPAC212.02	0	8	61
SPOM_SPAC212.01C	0	0	0
SPOM_SPAC977.01	36	17	32
SPOM_SPAC977.18	7878	4	10185
SPOM_SPAC977.02	715	2261	713
SPOM_SPNCRNA.2016	67	57	128
SPOM_SPAC977.03	0	52	7
SPOM_SPAC977.04	7	3	43
SPOM_SPAC977.05C	0	1	0
SPOM_SPNCRNA.2017	0	0	1
SPOM_SPAC977.06	19	0	20
SPOM_SPNCRNA.136	0	40	0
SPOM_SPNCRNA.601	0	2	36
SPOM_SPNCRNA.2018	0	3	6
SPOM_SPAC977.07C	0	6	3
SPOM_SPNCRNA.2019	0	0	0
SPOM_SPAC977.08	0	1	1
SPOM_SPAC977.09C	9	3	11
SPOM_SPNCRNA.2020	0	5	0
SPOM_SPNCRNA.2021	29	0	29
SPOM_SPNCRNA.2022	2	18	10
SPOM_SPNCRNA.2023	0	13	19
SPOM_SPNCRNA.602	8	240	47
SPOM_SPNCRNA.19	6	34	246
SPOM_SPAC977.10	713	9	4701
SPOM_SPNCRNA.2024	0	3991	6
SPOM_SPNCRNA.2025	3	0	3
SPOM_SPAC977.11	70	16	93
SPOM_SPNCRNA.2026	0	17	0
SPOM_SPNCRNA.2027	0	40	1
SPOM_SPAC977.12	1636	81	1595
SPOM_SPAC977.13C	4	70	437
SPOM_SPNCRNA.2028	0	437	69
SPOM_SPAC977.14C	15575	27	34364
