N_unmapped	2291431	2291431	2291431
N_multimapping	683330	683330	683330
N_noFeature	45705	7329117	183009
N_ambiguous	8293889	156671	733901
SPOM_SPAC212.11	0	1	0
SPOM_SPNCRNA.2000	0	0	0
SPOM_SPNCRNA.2001	0	0	0
SPOM_SPNCRNA.2002	0	0	0
SPOM_SPNCRNA.2003	0	0	0
SPOM_SPNCRNA.2004	0	0	0
SPOM_SPNCRNA.2005	0	2	1
SPOM_SPAC212.10	0	0	0
SPOM_SPNCRNA.2006	0	2	1
SPOM_SPAC212.09C	1	1	3
SPOM_SPNCRNA.70	4	7	3
SPOM_SPNCRNA.2007	0	2	0
SPOM_SPAC212.08C	0	13	20
SPOM_SPNCRNA.2008	0	18	12
SPOM_SPNCRNA.2009	2	15	36
SPOM_SPAC212.07C	0	35	15
SPOM_SPNCRNA.1701	65	48	61
SPOM_SPAC212.12	0	1	37
SPOM_SPNCRNA.2011	0	1	0
SPOM_SPNCRNA.2012	0	3	3
SPOM_SPAC212.06C	0	4	4
SPOM_SPNCRNA.2013	0	1	1
SPOM_SPAC212.05C	0	0	0
SPOM_SPAC212.04C	69	0	69
SPOM_SPAC212.03	0	0	0
SPOM_SPNCRNA.2014	1	0	1
SPOM_SPNCRNA.2015	0	1	0
SPOM_SPAC212.02	0	0	0
SPOM_SPAC212.01C	0	0	0
SPOM_SPAC977.01	3	2	4
SPOM_SPAC977.18	59	0	70
SPOM_SPAC977.02	14	11	14
SPOM_SPNCRNA.2016	1	0	1
SPOM_SPAC977.03	0	0	0
SPOM_SPAC977.04	0	0	0
SPOM_SPAC977.05C	0	0	0
SPOM_SPNCRNA.2017	0	0	0
SPOM_SPAC977.06	4	0	4
SPOM_SPNCRNA.136	0	34	0
SPOM_SPNCRNA.601	0	0	33
SPOM_SPNCRNA.2018	0	10	22
SPOM_SPAC977.07C	0	23	10
SPOM_SPNCRNA.2019	0	0	0
SPOM_SPAC977.08	0	0	0
SPOM_SPAC977.09C	5	0	6
SPOM_SPNCRNA.2020	0	1	0
SPOM_SPNCRNA.2021	2	0	2
SPOM_SPNCRNA.2022	0	17	15
SPOM_SPNCRNA.2023	0	17	17
SPOM_SPNCRNA.602	178	296	1593
SPOM_SPNCRNA.19	0	1418	295
SPOM_SPAC977.10	425	2436	1944
SPOM_SPNCRNA.2024	0	1526	2411
SPOM_SPNCRNA.2025	4	0	4
SPOM_SPAC977.11	3	4	4
SPOM_SPNCRNA.2026	0	1	0
SPOM_SPNCRNA.2027	0	9	1
SPOM_SPAC977.12	466	48	428
SPOM_SPAC977.13C	0	64	159
SPOM_SPNCRNA.2028	0	160	64
SPOM_SPAC977.14C	2646	2	5175
SPOM_SPNCRNA.2029	2	2531	2
SPOM_SPNCRNA.2030	1	0	1
SPOM_SPNCRNA.2031	0	41	2
SPOM_SPAC977.15	1	2	42
SPOM_SPNCRNA.2032	0	0	0
SPOM_SPNCRNA.2033	0	4	4
SPOM_SPAC977.16C	2302	10	6819
SPOM_SPNCRNA.2034	0	2927	0
SPOM_SPAC977.17	1841	1648	1799
SPOM_SPNCRNA.2035	2	6	2
SPOM_SPNCRNA.137	0	0	6
SPOM_SPNCRNA.37	0	0	0
SPOM_SPNCRNA.2036	0	0	0
SPOM_SPAPJ695.02	210	1	211
SPOM_SPNCRNA.2037	9	8	2
SPOM_SPNCRNA.2038	12	5	25
SPOM_SPAPJ695.01C	2	16	4
SPOM_SPNCRNA.603	90	1	89
SPOM_SPAC1F8.01	65	1	104
SPOM_SPNCRNA.2039	0	40	0
SPOM_SPAC1F8.02C	26	0	77
SPOM_SPNCRNA.2040	0	51	0
SPOM_SPAC1F8.03C	298	1	354
SPOM_SPNCRNA.2041	0	57	0
SPOM_SPNCRNA.2042	0	0	0
SPOM_SPNCRNA.604	0	5	17
SPOM_SPNCRNA.139	0	0	0
SPOM_SPNCRNA.605	30	7561	426
SPOM_SPNCRNA.2043	0	39	0
SPOM_SPAC1F8.04C	0	358	7549
SPOM_SPNCRNA.2044	10	0	10
SPOM_SPNCRNA.606	2	1753	7
SPOM_SPAC1F8.05	859	5	2611
SPOM_SPNCRNA.2045	0	0	0
SPOM_SPNCRNA.607	24	1377	852
SPOM_SPAC1F8.06	0	833	1399
SPOM_SPNCRNA.2046	2	14	1
SPOM_SPAC1F8.07C	56828	13	97068
SPOM_SPNCRNA.2047	0	26053	5
SPOM_SPNCRNA.2048	0	14202	6
SPOM_SPAC1F8.08	85	46	705
SPOM_SPNCRNA.2049	85	680	71
SPOM_SPNCRNA.2050	6	424	9
SPOM_SPAC11D3.19	11	97	479
SPOM_SPNCRNA.2051	0	47	79
SPOM_SPNCRNA.2052	7	12534	53
SPOM_SPAC11D3.01C	0	51	12504
SPOM_SPNCRNA.608	84	419	356
SPOM_SPAC11D3.02C	0	142	308
SPOM_SPAC11D3.03C	0	185	56
SPOM_SPAC11D3.04C	0	34	677
SPOM_SPNCRNA.2053	17	686	42
SPOM_SPAC11D3.05	62	35	174
SPOM_SPNCRNA.2054	0	120	27
SPOM_SPAC11D3.07C	191	438	1404
SPOM_SPAC11D3.06	0	758	381
SPOM_SPNCRNA.2055	0	2184	70
SPOM_SPAC11D3.08C	812	12	2532
SPOM_SPAC11D3.09	1320	1178	147
SPOM_SPNCRNA.2056	3	1	3
SPOM_SPAC11D3.10	145	51	350
SPOM_SPNCRNA.2057	0	220	23
SPOM_SPAC11D3.11C	1123	119	1014
SPOM_SPAC11D3.13	654	2	927
SPOM_SPNCRNA.2058	0	274	1
SPOM_SPAC11D3.14C	0	339	361
SPOM_SPNCRNA.609	19	355	352
SPOM_SPNCRNA.147	10	10	0
SPOM_SPAC11D3.15	554	96	1388
SPOM_SPNCRNA.610	0	169	87
SPOM_SPNCRNA.2059	0	110	0
SPOM_SPNCRNA.2060	0	453	3
SPOM_SPAC11D3.16C	2705	7	2705
SPOM_SPNCRNA.2061	4	379	68
SPOM_SPAC11D3.17	3	70	374
SPOM_SPNCRNA.611	10	423	167
SPOM_SPAC11D3.18C	0	166	412
SPOM_SPNCRNA.612	0	348	102
SPOM_SPAC5H10.01	0	102	347
SPOM_SPAC5H10.02C	12	25	138
SPOM_SPNCRNA.613	0	126	24
SPOM_SPRRNA.10	12	0	12
SPOM_SPNCRNA.2062	21	12	9
SPOM_SPNCRNA.2063	14	421	3
SPOM_SPAC5H10.03	1392	4	3497
SPOM_SPNCRNA.2064	0	1695	1
SPOM_SPAC5H10.05C	23	328	673
SPOM_SPAC5H10.04	0	672	306
SPOM_SPAC5H10.06C	2	24	874
SPOM_SPNCRNA.2065	0	571	11
SPOM_SPNCRNA.2066	0	259	11
SPOM_SPAC5H10.07	18	6	13
SPOM_SPNCRNA.2067	1	244	2
SPOM_SPAC5H10.08C	257	15	489
SPOM_SPAC5H10.09C	0	60	58
SPOM_SPNCRNA.614	1	105	67
SPOM_SPNCRNA.615	0	691	48
SPOM_SPAC5H10.10	0	14	687
SPOM_SPAC5H10.11	62	81	118
SPOM_SPNCRNA.2068	0	63	5
SPOM_SPAC5H10.12C	19	61	261
SPOM_SPNCRNA.616	0	171	44
SPOM_SPNCRNA.2069	0	12	0
SPOM_SPAC5H10.13C	1138	3	1729
SPOM_SPNCRNA.2070	0	592	0
SPOM_SPNCRNA.617	169	533	910
SPOM_SPAC13G6.01C	0	1203	602
SPOM_SPSNORNA.49	0	0	0
SPOM_SPAC13G6.02C	3640	4	8369
SPOM_SPNCRNA.2071	0	4741	0
SPOM_SPNCRNA.141	188	96	96
SPOM_SPNCRNA.618	12	704	31
SPOM_SPAC13G6.03	621	31	1940
SPOM_SPNCRNA.2072	0	634	1
SPOM_SPNCRNA.2073	2	873	2
SPOM_SPAC13G6.04	6	127	982
SPOM_SPAC13G6.05C	538	108	1009
SPOM_SPNCRNA.2074	22	405	80
SPOM_SPAC13G6.06C	1834	134	3142
SPOM_SPNCRNA.2075	0	929	41
SPOM_SPNCRNA.2076	0	387	8
SPOM_SPNCRNA.2077	0	56	8
SPOM_SPAC13G6.07C	4623	3	14430
SPOM_SPNCRNA.2078	0	9812	0
SPOM_SPAC13G6.08	14	113	294
SPOM_SPNCRNA.619	0	579	123
SPOM_SPAC13G6.09	778	30	1026
SPOM_SPAC13G6.10C	5894	0	5907
SPOM_SPAC13G6.11C	0	255	1388
SPOM_SPNCRNA.2079	14	1404	256
SPOM_SPNCRNA.2080	0	447	43
SPOM_SPAC13G6.12C	507	46	1118
SPOM_SPNCRNA.2081	0	156	0
SPOM_SPAC13G6.13	0	13	2
SPOM_SPNCRNA.620	2	812	24
SPOM_SPAC13G6.14	552	26	1364
SPOM_SPNCRNA.2082	1	3	2
SPOM_SPAC13G6.15C	101	17	187
SPOM_SPNCRNA.2083	0	87	14
SPOM_SPNCRNA.621	60	7	328
