N_unmapped	3485612	3485612	3485612
N_multimapping	937482	937482	937482
N_noFeature	73040	9135742	268033
N_ambiguous	10510492	199564	993260
SPOM_SPAC212.11	0	2	0
SPOM_SPNCRNA.2000	0	0	0
SPOM_SPNCRNA.2001	0	0	0
SPOM_SPNCRNA.2002	0	1	0
SPOM_SPNCRNA.2003	0	0	0
SPOM_SPNCRNA.2004	0	0	0
SPOM_SPNCRNA.2005	0	17	1
SPOM_SPAC212.10	0	0	4
SPOM_SPNCRNA.2006	0	5	0
SPOM_SPAC212.09C	2	0	6
SPOM_SPNCRNA.70	9	7	7
SPOM_SPNCRNA.2007	0	2	1
SPOM_SPAC212.08C	4	14	24
SPOM_SPNCRNA.2008	0	20	11
SPOM_SPNCRNA.2009	3	15	62
SPOM_SPAC212.07C	2	59	16
SPOM_SPNCRNA.1701	102	80	104
SPOM_SPAC212.12	0	7	66
SPOM_SPNCRNA.2011	0	0	0
SPOM_SPNCRNA.2012	3	13	6
SPOM_SPAC212.06C	0	7	10
SPOM_SPNCRNA.2013	0	1	0
SPOM_SPAC212.05C	0	0	0
SPOM_SPAC212.04C	86	0	86
SPOM_SPAC212.03	0	0	0
SPOM_SPNCRNA.2014	1	0	1
SPOM_SPNCRNA.2015	0	1	1
SPOM_SPAC212.02	0	1	1
SPOM_SPAC212.01C	0	0	0
SPOM_SPAC977.01	5	1	7
SPOM_SPAC977.18	101	2	118
SPOM_SPAC977.02	36	19	36
SPOM_SPNCRNA.2016	3	4	4
SPOM_SPAC977.03	0	1	1
SPOM_SPAC977.04	0	0	2
SPOM_SPAC977.05C	8	0	20
SPOM_SPNCRNA.2017	0	12	0
SPOM_SPAC977.06	6	0	6
SPOM_SPNCRNA.136	0	55	4
SPOM_SPNCRNA.601	0	4	54
SPOM_SPNCRNA.2018	0	1	17
SPOM_SPAC977.07C	0	18	1
SPOM_SPNCRNA.2019	0	0	0
SPOM_SPAC977.08	0	0	0
SPOM_SPAC977.09C	4	0	7
SPOM_SPNCRNA.2020	1	4	0
SPOM_SPNCRNA.2021	9	0	9
SPOM_SPNCRNA.2022	2	27	13
SPOM_SPNCRNA.2023	0	14	27
SPOM_SPNCRNA.602	144	347	1384
SPOM_SPNCRNA.19	0	1237	346
SPOM_SPAC977.10	628	1484	3441
SPOM_SPNCRNA.2024	0	2821	1462
SPOM_SPNCRNA.2025	7	1	6
SPOM_SPAC977.11	21	7	25
SPOM_SPNCRNA.2026	0	3	0
SPOM_SPNCRNA.2027	0	8	0
SPOM_SPAC977.12	729	41	695
SPOM_SPAC977.13C	0	48	194
SPOM_SPNCRNA.2028	0	195	48
SPOM_SPAC977.14C	3557	5	6860
SPOM_SPNCRNA.2029	2	3308	3
SPOM_SPNCRNA.2030	1	0	1
SPOM_SPNCRNA.2031	0	94	1
SPOM_SPAC977.15	8	1	102
SPOM_SPNCRNA.2032	2	3	2
SPOM_SPNCRNA.2033	0	7	9
SPOM_SPAC977.16C	5028	20	14756
SPOM_SPNCRNA.2034	0	6391	0
SPOM_SPAC977.17	3295	3402	3255
SPOM_SPNCRNA.2035	4	8	6
SPOM_SPNCRNA.137	0	2	8
SPOM_SPNCRNA.37	1	1	0
SPOM_SPNCRNA.2036	4	3	1
SPOM_SPAPJ695.02	303	1	304
SPOM_SPNCRNA.2037	16	15	2
SPOM_SPNCRNA.2038	40	11	67
SPOM_SPAPJ695.01C	7	29	16
SPOM_SPNCRNA.603	75	4	72
SPOM_SPAC1F8.01	109	4	176
