SPAC13C5.06c	GO:0005783,GO:0005737,GO:0005794,GO:0008150,GO:0003674
SPAC13C5.07	GO:0030145,GO:0030870,GO:0004518,GO:0008310,GO:0005515,GO:0006303,GO:0035861,GO:1990918,GO:0097552,GO:0000724,GO:0006302,GO:0000723,GO:0007095,GO:0045027,GO:0042138,GO:0007131,GO:0000729,GO:0031573,GO:0008311,GO:0140445,GO:0000014,GO:0000403
SPAC13D1.01c	GO:0003964,GO:0005575,GO:0004190,GO:0015074
SPAC13D6.01	GO:0006511,GO:0034599,GO:0019005,GO:0005829,GO:0005789,GO:0042175,GO:0005634,GO:0005515,GO:0032443
SPAC13D6.02c	GO:0005829,GO:0003727,GO:0008270,GO:0008494,GO:0005730,GO:2000767,GO:0003729
SPAC13D6.03c	GO:0008757,GO:0005829,GO:0030488,GO:0005634,GO:0106335,GO:0000049
SPAC13D6.04c	GO:0005829,GO:0000151,GO:0005634,GO:0043161,GO:0005515
SPAC13D6.05	GO:0051010,GO:0005938,GO:0005829,GO:0005737,GO:0031122,GO:0007021,GO:0005634,GO:0005515,GO:0035371
SPAC13F5.01c	GO:0005524,GO:0016887,GO:0030983,GO:0005739,GO:0006298,GO:0005634,GO:0000262,GO:0043504,GO:0140664
SPAC13F5.02c	GO:0005829,GO:0051123,GO:0016251,GO:0006367,GO:0005634,GO:0005669
SPAC13F5.03c	GO:0008888,GO:0008270,GO:0005739,GO:0019564,GO:0061613
SPAC13F5.04c	GO:0003674,GO:0005771,GO:0032511
SPAC13F5.05	GO:0034975,GO:0003756,GO:0015035,GO:0005739,GO:0005788
SPAC13F5.06c	GO:0006893,GO:0005829,GO:0000145,GO:0032153,GO:0051286,GO:0005634,GO:0006886,GO:0005515,GO:0090522
SPAC13F5.07c	GO:0008270,GO:0005829,GO:0003677,GO:0008150,GO:0005634
SPAC13G6.01c	GO:0035861,GO:0005524,GO:0016887,GO:0006301,GO:0008270,GO:0003677,GO:0008094,GO:0006289,GO:0005634,GO:0061630
SPAC13G6.02c	GO:0002181,GO:0005829,GO:0003735,GO:0042254,GO:0022627
SPAC13G6.03	GO:0005789,GO:0005783,GO:0051267,GO:0006506
SPAC13G6.04	GO:0005829,GO:0140318,GO:0042719,GO:0045039,GO:0005743
SPAC13G6.05c	GO:1990071,GO:0005802,GO:1990070,GO:0003674,GO:0005801,GO:1990072,GO:0006886,GO:0016236,GO:0006888,GO:0006891
SPAC13G6.06c	GO:0004375,GO:0005960,GO:0005739,GO:0005759,GO:0016594,GO:0019464,GO:0030170
SPAC13G6.07c	GO:0002181,GO:0005829,GO:0003735,GO:0042254,GO:0022627
SPAC13G6.08	GO:0005575,GO:0031145,GO:0010997,GO:1990757
SPAC13G6.09	GO:0003674,GO:0030490,GO:0005634,GO:0005829
SPAC13G6.10c	GO:0009277,GO:0071966,GO:0004553,GO:0010339
SPAC13G6.11c	GO:0005524,GO:0019287,GO:0005829,GO:0000287,GO:0010142,GO:0005634,GO:0004496
SPAC13G6.12c	GO:0030476,GO:0071944,GO:0006031,GO:0004100
SPAC13G6.14	GO:0030643,GO:1901909,GO:0052843,GO:0008796,GO:0034431,GO:0008486,GO:0005829,GO:0005634,GO:0071543,GO:0052745,GO:0052847,GO:1901911,GO:0047710,GO:0034432,GO:0000298,GO:1901907,GO:0015959,GO:0071545,GO:0052845,GO:0052846
SPAC13G6.15c	GO:0008597,GO:0005634,GO:0019722,GO:0005829
SPAC13G7.01c	GO:0005783,GO:0005829,GO:0000250,GO:0006696,GO:0005811,GO:0016104
SPAC13G7.02c	GO:0005524,GO:0005886,GO:0016887,GO:0140453,GO:0005829,GO:0042026,GO:0051082,GO:0140662,GO:0140602,GO:0031072
SPAC13G7.03	GO:0003729,GO:0070478,GO:0005737,GO:0005730
SPAC13G7.04c	GO:0005886,GO:0035839,GO:0032153,GO:0051286,GO:0006887,GO:0003674,GO:0035840
SPAC13G7.05	GO:0005783,GO:0140042,GO:0005789,GO:0034737,GO:0008204,GO:0097038,GO:0032541
SPAC13G7.06	GO:0019379,GO:0005634,GO:0004604,GO:0005829
SPAC13G7.07	GO:0033167,GO:0140727,GO:0005829,GO:0005737,GO:0005721,GO:0005634,GO:0035197
SPAC13G7.08c	GO:0006364,GO:0000792,GO:0005829,GO:0120330,GO:0032153,GO:0005634,GO:0005656,GO:0005515
SPAC13G7.09c	GO:0003674,GO:0008150,GO:0005634,GO:0005730
SPAC13G7.10	GO:0000785,GO:0001228,GO:0000977,GO:0042162,GO:0005634,GO:0005515,GO:0003712,GO:0006357,GO:0043565
SPAC13G7.11	GO:0032979,GO:0005829,GO:0043022,GO:0005634,GO:0005743
SPAC13G7.12c	GO:0005524,GO:0005829,GO:0004103,GO:0005634,GO:0004305,GO:0006646,GO:0006657
SPAC13G7.13c	GO:0010629,GO:0003729,GO:0031138,GO:0005829
SPAC140.01	GO:0051537,GO:0051538,GO:0045273,GO:0006121,GO:0005737,GO:0006099,GO:0051539,GO:0008177,GO:0009055,GO:0005743
