gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SPNCRNA.6986,26.963904121712556,2.720790702619866,0.4572318236898369,5.950571595527248,2.672076529769444e-9,6.108635186395705e-9
SPNCRNA.1154,29.07715295828342,1.25501641768735,0.3589263094451465,3.496585189387322,4.7125399798775996e-4,7.990535286613765e-4
SPCC18B5.06,1139.5395133844959,1.2975764268515313,0.07717729876865817,16.812928769910243,1.9623202075932715e-63,1.4442384026301755e-62
SPNCRNA.6994,24.715322956039884,1.674265692752582,0.39900949145669595,4.196054802205848,2.7160455485271995e-5,5.053167538988075e-5
SPCC18B5.10C,1090.734287570506,1.7475213846798556,0.07589451110073678,23.025662321749785,2.5795505216239855e-117,3.8231586078937717e-116
SPCC18B5.11C,4116.539307939799,1.3264657763512615,0.0729608412108401,18.180516484425937,7.363698546492853e-74,6.416550271344251e-73
SPNCRNA.1155,316.31522779402644,6.404171272580562,0.2873475011562832,22.287200155944447,4.918028679476515e-110,6.663534968233512e-109
SPCC14G10.01,1023.1062405552668,1.6545564643315631,0.08386739327064652,19.728244789869436,1.2338026617736133e-86,1.271600619732213e-85
SPNCRNA.7000,26.016832410783902,3.1370731170401647,0.45753690573567096,6.856437322790569,7.059903396293893e-12,1.787925064561854e-11
SPNCRNA.7006,29.223390796129756,1.7695412033403657,0.4085847872686977,4.3309032995804175,1.4849889076073946e-5,2.8055581754765104e-5
SPCC1020.10,1063.9931075035197,1.994279335079286,0.07683183650205339,25.95641892571431,1.5388924301803945e-148,3.073113686036464e-147
SPNCRNA.1156,191.90394026736126,4.683031933417525,0.23235197977800112,20.154904373493572,2.437291696995893e-90,2.6406594945860353e-89
SPNCRNA.1158,1018.230552010259,1.580280732547151,0.10540927767024916,14.991856195910271,8.300073082898378e-51,4.996922493527331e-50
SPCC1020.07,3104.2449979260423,2.8422400589060937,0.07335330908323333,38.74726436241656,0,0
SPNCRNA.1159,277.3810043209379,2.665766034979012,0.15722989311723795,16.95457512644426,1.7804372812311153e-64,1.3327394617154785e-63
SPCC1020.06C,23769.976787374897,1.216708282279981,0.054248051027849166,22.428608203000014,2.0701179618754358e-111,2.8671739069624457e-110
SPCC1020.05,4260.352194966573,1.195567006995625,0.06051637836959697,19.756089825697007,7.1104209242810345e-87,7.353851928850307e-86
SPCC1020.03,2797.4036379876757,3.755679763530256,0.08072917229706787,46.521965439086564,0,0
SPNCRNA.7023,23.29957364182926,1.0033773179106538,0.4071533613791632,2.464371937178371,0.013725360139041631,0.02022343097754523
SPNCRNA.7030,56.18452520483407,6.547064111891363,0.688818064624343,9.504779923943921,2.004714547697009e-21,6.715651958650065e-21
SPCC1020.01C,104.17437145849283,2.036667447433151,0.2163237864283436,9.414902915023582,4.735197958735593e-21,1.5715867216184668e-20
SPCC1393.02C,1430.1808418445773,1.191903621237572,0.07912504618551311,15.063544082402013,2.8129428354145224e-51,1.7082496952296806e-50
SPCC1393.07C,647.5266043687616,2.321042295752817,0.11071381283168794,20.964342536747143,1.388255821005449e-97,1.6439725432346528e-96
SPNCRNA.7038,78.9584221733428,1.7006750596687634,0.22746886165017552,7.476518092767495,7.631764016105717e-14,2.0638353386326535e-13
