N_unmapped	4081581	4081581	4081581
N_multimapping	772568	772568	772568
N_noFeature	32772	7050964	147345
N_ambiguous	8001720	170905	755975
SPOM_SPAC212.11	1	0	1
SPOM_SPNCRNA.2000	0	0	0
SPOM_SPNCRNA.2001	0	0	0
SPOM_SPNCRNA.2002	0	0	0
SPOM_SPNCRNA.2003	0	0	0
SPOM_SPNCRNA.2004	0	0	0
SPOM_SPNCRNA.2005	0	3	4
SPOM_SPAC212.10	1	4	3
SPOM_SPNCRNA.2006	0	3	0
SPOM_SPAC212.09C	1	0	5
SPOM_SPNCRNA.70	7	2	6
SPOM_SPNCRNA.2007	0	4	2
SPOM_SPAC212.08C	1	19	18
SPOM_SPNCRNA.2008	0	15	16
SPOM_SPNCRNA.2009	2	14	24
SPOM_SPAC212.07C	1	23	15
SPOM_SPNCRNA.1701	67	53	69
SPOM_SPAC212.12	0	7	40
SPOM_SPNCRNA.2011	1	0	1
SPOM_SPNCRNA.2012	0	5	6
SPOM_SPAC212.06C	0	7	5
SPOM_SPNCRNA.2013	0	0	0
SPOM_SPAC212.05C	0	0	0
SPOM_SPAC212.04C	44	1	43
SPOM_SPAC212.03	0	0	0
SPOM_SPNCRNA.2014	1	0	1
SPOM_SPNCRNA.2015	1	2	1
SPOM_SPAC212.02	0	1	0
SPOM_SPAC212.01C	0	0	0
SPOM_SPAC977.01	2	1	3
SPOM_SPAC977.18	70	1	78
SPOM_SPAC977.02	11	9	11
SPOM_SPNCRNA.2016	0	2	0
SPOM_SPAC977.03	0	0	0
SPOM_SPAC977.04	0	0	1
SPOM_SPAC977.05C	0	0	0
SPOM_SPNCRNA.2017	0	0	0
SPOM_SPAC977.06	3	0	3
SPOM_SPNCRNA.136	0	32	0
SPOM_SPNCRNA.601	0	1	30
SPOM_SPNCRNA.2018	0	13	14
SPOM_SPAC977.07C	0	17	12
SPOM_SPNCRNA.2019	0	0	0
SPOM_SPAC977.08	0	0	0
SPOM_SPAC977.09C	8	0	11
SPOM_SPNCRNA.2020	0	5	0
SPOM_SPNCRNA.2021	1	0	1
SPOM_SPNCRNA.2022	1	10	6
SPOM_SPNCRNA.2023	0	7	10
SPOM_SPNCRNA.602	173	234	1429
SPOM_SPNCRNA.19	0	1254	235
SPOM_SPAC977.10	305	2285	1607
SPOM_SPNCRNA.2024	2	1304	2264
SPOM_SPNCRNA.2025	4	0	4
SPOM_SPAC977.11	1	5	3
SPOM_SPNCRNA.2026	0	1	0
SPOM_SPNCRNA.2027	0	7	0
SPOM_SPAC977.12	370	38	340
SPOM_SPAC977.13C	0	58	152
SPOM_SPNCRNA.2028	0	153	58
SPOM_SPAC977.14C	2648	3	4989
SPOM_SPNCRNA.2029	0	2338	2
SPOM_SPNCRNA.2030	0	0	0
SPOM_SPNCRNA.2031	0	49	2
SPOM_SPAC977.15	0	2	49
SPOM_SPNCRNA.2032	0	0	0
SPOM_SPNCRNA.2033	0	1	2
SPOM_SPAC977.16C	2170	21	6521
SPOM_SPNCRNA.2034	0	2774	1
SPOM_SPAC977.17	2007	1642	1967
SPOM_SPNCRNA.2035	1	4	1
SPOM_SPNCRNA.137	0	0	3
SPOM_SPNCRNA.37	0	0	0
SPOM_SPNCRNA.2036	0	0	0
SPOM_SPAPJ695.02	174	0	174
SPOM_SPNCRNA.2037	9	4	5
SPOM_SPNCRNA.2038	14	7	15
SPOM_SPAPJ695.01C	2	5	5
SPOM_SPNCRNA.603	51	0	51
SPOM_SPAC1F8.01	61	1	104
SPOM_SPNCRNA.2039	0	43	1
SPOM_SPAC1F8.02C	22	0	88
SPOM_SPNCRNA.2040	0	67	0
SPOM_SPAC1F8.03C	354	5	418
SPOM_SPNCRNA.2041	0	68	1
SPOM_SPNCRNA.2042	1	0	1
SPOM_SPNCRNA.604	0	4	5
SPOM_SPNCRNA.139	0	1	0
SPOM_SPNCRNA.605	9	7073	336
SPOM_SPNCRNA.2043	0	34	0
SPOM_SPAC1F8.04C	0	294	7030
SPOM_SPNCRNA.2044	8	0	8
SPOM_SPNCRNA.606	6	1673	14
SPOM_SPAC1F8.05	464	8	2135
SPOM_SPNCRNA.2045	0	0	0
SPOM_SPNCRNA.607	6	1602	720
SPOM_SPAC1F8.06	0	720	1629
SPOM_SPNCRNA.2046	0	7	0
SPOM_SPAC1F8.07C	58062	18	99690
SPOM_SPNCRNA.2047	0	26942	1
SPOM_SPNCRNA.2048	0	14737	9
