N_unmapped	2305227	2305227	2305227
N_multimapping	515468	515468	515468
N_noFeature	37426	6707011	167780
N_ambiguous	7860272	149384	741964
SPOM_SPAC212.11	0	1	0
SPOM_SPNCRNA.2000	0	0	0
SPOM_SPNCRNA.2001	0	0	0
SPOM_SPNCRNA.2002	0	0	0
SPOM_SPNCRNA.2003	0	0	0
SPOM_SPNCRNA.2004	0	0	0
SPOM_SPNCRNA.2005	0	2	2
SPOM_SPAC212.10	0	0	1
SPOM_SPNCRNA.2006	0	3	1
SPOM_SPAC212.09C	0	1	2
SPOM_SPNCRNA.70	6	3	5
SPOM_SPNCRNA.2007	0	3	0
SPOM_SPAC212.08C	1	8	20
SPOM_SPNCRNA.2008	0	16	8
SPOM_SPNCRNA.2009	0	15	40
SPOM_SPAC212.07C	0	40	15
SPOM_SPNCRNA.1701	52	35	49
SPOM_SPAC212.12	0	2	30
SPOM_SPNCRNA.2011	0	0	0
SPOM_SPNCRNA.2012	1	12	4
SPOM_SPAC212.06C	0	5	11
SPOM_SPNCRNA.2013	0	0	1
SPOM_SPAC212.05C	0	0	0
SPOM_SPAC212.04C	48	0	48
SPOM_SPAC212.03	0	0	0
SPOM_SPNCRNA.2014	0	0	0
SPOM_SPNCRNA.2015	1	1	0
SPOM_SPAC212.02	0	1	0
SPOM_SPAC212.01C	0	0	0
SPOM_SPAC977.01	4	1	4
SPOM_SPAC977.18	86	0	98
SPOM_SPAC977.02	13	12	13
SPOM_SPNCRNA.2016	1	2	2
SPOM_SPAC977.03	0	1	0
SPOM_SPAC977.04	1	0	3
SPOM_SPAC977.05C	3	0	4
SPOM_SPNCRNA.2017	0	1	0
SPOM_SPAC977.06	3	0	3
SPOM_SPNCRNA.136	0	15	0
SPOM_SPNCRNA.601	0	2	15
SPOM_SPNCRNA.2018	0	8	12
SPOM_SPAC977.07C	0	13	6
SPOM_SPNCRNA.2019	0	0	0
SPOM_SPAC977.08	0	0	0
SPOM_SPAC977.09C	4	0	4
SPOM_SPNCRNA.2020	0	0	0
SPOM_SPNCRNA.2021	3	1	2
SPOM_SPNCRNA.2022	2	14	6
SPOM_SPNCRNA.2023	0	7	14
SPOM_SPNCRNA.602	148	285	1558
SPOM_SPNCRNA.19	0	1412	285
SPOM_SPAC977.10	370	2595	1989
SPOM_SPNCRNA.2024	0	1627	2570
SPOM_SPNCRNA.2025	3	0	3
SPOM_SPAC977.11	10	6	15
SPOM_SPNCRNA.2026	0	5	1
SPOM_SPNCRNA.2027	0	11	0
SPOM_SPAC977.12	470	36	445
SPOM_SPAC977.13C	0	69	53
SPOM_SPNCRNA.2028	0	53	68
SPOM_SPAC977.14C	1929	3	3675
SPOM_SPNCRNA.2029	0	1747	1
SPOM_SPNCRNA.2030	0	0	0
SPOM_SPNCRNA.2031	0	73	0
SPOM_SPAC977.15	4	0	77
SPOM_SPNCRNA.2032	0	0	0
SPOM_SPNCRNA.2033	0	1	1
SPOM_SPAC977.16C	1123	21	3397
SPOM_SPNCRNA.2034	0	1421	0
SPOM_SPAC977.17	1564	906	1534
SPOM_SPNCRNA.2035	2	0	2
SPOM_SPNCRNA.137	0	0	0
SPOM_SPNCRNA.37	1	1	0
SPOM_SPNCRNA.2036	0	0	0
SPOM_SPAPJ695.02	103	2	103
SPOM_SPNCRNA.2037	7	4	3
SPOM_SPNCRNA.2038	12	6	18
SPOM_SPAPJ695.01C	0	8	4
SPOM_SPNCRNA.603	37	2	35
SPOM_SPAC1F8.01	61	3	84
SPOM_SPNCRNA.2039	0	26	0
SPOM_SPAC1F8.02C	21	0	111
SPOM_SPNCRNA.2040	0	90	0
SPOM_SPAC1F8.03C	296	3	348
SPOM_SPNCRNA.2041	0	54	1
SPOM_SPNCRNA.2042	1	0	1
SPOM_SPNCRNA.604	0	1	15
SPOM_SPNCRNA.139	0	0	0
SPOM_SPNCRNA.605	18	5260	456
SPOM_SPNCRNA.2043	0	50	0
SPOM_SPAC1F8.04C	0	388	5249
SPOM_SPNCRNA.2044	2	0	2
SPOM_SPNCRNA.606	5	952	8
SPOM_SPAC1F8.05	355	4	1305
SPOM_SPNCRNA.2045	0	0	0
SPOM_SPNCRNA.607	13	1863	701
SPOM_SPAC1F8.06	1	693	1888
SPOM_SPNCRNA.2046	1	7	0
SPOM_SPAC1F8.07C	54203	14	94629
SPOM_SPNCRNA.2047	0	25945	2
SPOM_SPNCRNA.2048	0	14513	8
SPOM_SPAC1F8.08	73	48	607
SPOM_SPNCRNA.2049	57	581	60
SPOM_SPNCRNA.2050	5	318	7
SPOM_SPAC11D3.19	8	71	372
SPOM_SPNCRNA.2051	0	48	62
SPOM_SPNCRNA.2052	5	5765	54
SPOM_SPAC11D3.01C	0	53	5755
SPOM_SPNCRNA.608	74	408	250
SPOM_SPAC11D3.02C	0	46	290
SPOM_SPAC11D3.03C	0	188	65
SPOM_SPAC11D3.04C	0	17	485
SPOM_SPNCRNA.2053	5	490	16
SPOM_SPAC11D3.05	66	37	232
SPOM_SPNCRNA.2054	0	175	28
SPOM_SPAC11D3.07C	150	397	1228
SPOM_SPAC11D3.06	0	655	359
SPOM_SPNCRNA.2055	0	2058	51
SPOM_SPAC11D3.08C	879	13	2518
SPOM_SPAC11D3.09	1442	1324	129
SPOM_SPNCRNA.2056	2	4	2
SPOM_SPAC11D3.10	124	26	333
SPOM_SPNCRNA.2057	0	210	16
SPOM_SPAC11D3.11C	918	60	862
SPOM_SPAC11D3.13	403	2	571
SPOM_SPNCRNA.2058	0	169	1
SPOM_SPAC11D3.14C	0	374	454
SPOM_SPNCRNA.609	24	450	386
SPOM_SPNCRNA.147	3	3	0
SPOM_SPAC11D3.15	658	85	1588
SPOM_SPNCRNA.610	0	273	77
SPOM_SPNCRNA.2059	0	145	0
SPOM_SPNCRNA.2060	0	423	3
SPOM_SPAC11D3.16C	2918	11	2910
SPOM_SPNCRNA.2061	2	507	68
