N_unmapped	3400279	3400279	3400279
N_multimapping	759166	759166	759166
N_noFeature	92279	7843588	520433
N_ambiguous	10128695	251736	309908
SPOM_SPAC212.11	0	7	0
SPOM_SPNCRNA.2000	0	0	0
SPOM_SPNCRNA.2001	0	0	0
SPOM_SPNCRNA.2002	0	0	0
SPOM_SPNCRNA.2003	0	0	0
SPOM_SPNCRNA.2004	0	0	0
SPOM_SPNCRNA.2005	0	8	8
SPOM_SPAC212.10	0	4	1
SPOM_SPNCRNA.2006	0	0	1
SPOM_SPAC212.09C	0	1	0
SPOM_SPNCRNA.70	3	9	1
SPOM_SPNCRNA.2007	0	5	6
SPOM_SPAC212.08C	3	16	33
SPOM_SPNCRNA.2008	0	27	9
SPOM_SPNCRNA.2009	10	17	55
SPOM_SPAC212.07C	3	49	17
SPOM_SPNCRNA.1701	167	57	143
SPOM_SPAC212.12	0	7	21
SPOM_SPNCRNA.2011	0	0	0
SPOM_SPNCRNA.2012	4	33	9
SPOM_SPAC212.06C	0	9	27
SPOM_SPNCRNA.2013	1	0	1
SPOM_SPAC212.05C	2	0	2
SPOM_SPAC212.04C	279	0	279
SPOM_SPAC212.03	15	0	15
SPOM_SPNCRNA.2014	0	0	0
SPOM_SPNCRNA.2015	20	43	8
SPOM_SPAC212.02	0	0	22
SPOM_SPAC212.01C	0	0	0
SPOM_SPAC977.01	16	11	16
SPOM_SPAC977.18	5508	5	7107
SPOM_SPAC977.02	483	1569	478
SPOM_SPNCRNA.2016	49	48	82
SPOM_SPAC977.03	0	33	6
SPOM_SPAC977.04	4	0	31
SPOM_SPAC977.05C	0	0	0
SPOM_SPNCRNA.2017	0	0	0
SPOM_SPAC977.06	14	1	14
SPOM_SPNCRNA.136	0	25	0
SPOM_SPNCRNA.601	0	0	24
SPOM_SPNCRNA.2018	1	8	2
SPOM_SPAC977.07C	0	2	5
SPOM_SPNCRNA.2019	0	0	0
SPOM_SPAC977.08	0	0	0
SPOM_SPAC977.09C	4	1	7
SPOM_SPNCRNA.2020	0	4	1
SPOM_SPNCRNA.2021	23	0	23
SPOM_SPNCRNA.2022	0	12	5
SPOM_SPNCRNA.2023	0	8	14
SPOM_SPNCRNA.602	3	152	31
